time_since_power_on,time,pm25,pm10,AirTC_Avg,RH_Avg,Pressure
4126,"14:00:42.126",3,9.2,17.6,55.19,100232.02
4329,"14:00:42.329",3,9.2,17.63,55.19,100232.34
4521,"14:00:42.521",3,9.2,17.63,55.19,100230.68
4715,"14:00:42.715",3,9.2,17.63,55.29,100230.53
4907,"14:00:42.907",3,9.2,17.64,55.29,100228.92
5100,"14:00:43.100",2.9,8.4,17.6,55.29,100230.55
5292,"14:00:43.292",2.9,8.4,17.63,55.29,100232.97
5486,"14:00:43.486",2.9,8.4,17.63,55.39,100230.06
5677,"14:00:43.677",2.9,8.4,17.63,55.39,100230.5
5887,"14:00:43.887",2.9,8.4,17.6,55.39,100230.34
6077,"14:00:44.077",2.9,8.4,17.6,55.39,100227.61
6268,"14:00:44.268",2.5,6.9,17.6,55.49,100230.81
6458,"14:00:44.458",2.5,6.9,17.6,55.49,100231.64
6648,"14:00:44.648",2.5,6.9,17.63,55.49,100233.23
6838,"14:00:44.838",2.5,6.9,17.6,55.59,100226.13
7029,"14:00:45.029",2.5,6.9,17.59,55.59,100226.45
7219,"14:00:45.219",2.9,7.6,17.6,55.59,100230.52
7409,"14:00:45.409",2.9,7.6,17.59,55.69,100225.33
7600,"14:00:45.600",2.9,7.6,17.59,55.69,100227.28
7790,"14:00:45.790",2.9,7.6,17.59,55.69,100228.72
7980,"14:00:45.980",2.9,7.6,17.59,55.79,100229.54
8179,"14:00:46.179",4.1,7.6,17.57,55.79,100231.47
8373,"14:00:46.373",4.1,7.6,17.59,55.79,100227.75
8570,"14:00:46.570",4.1,7.6,17.59,55.9,100227.59
8759,"14:00:46.759",4.1,7.6,17.57,55.9,100228.72
8951,"14:00:46.951",4.1,7.6,17.57,55.9,100230.66
9140,"14:00:47.140",4.2,7.3,17.57,55.9,100229.05
9331,"14:00:47.331",4.2,7.3,17.57,55.99,100228.73
9521,"14:00:47.521",4.2,7.3,17.56,55.99,100228.25
9712,"14:00:47.712",4.2,7.3,17.57,55.99,100227.44
9901,"14:00:47.901",4.2,7.3,17.56,55.99,100227.44
10093,"14:00:48.093",4.2,7.3,17.59,55.99,100227.91
10282,"14:00:48.282",3.9,6.6,17.56,56.02,100229.2
10474,"14:00:48.474",3.9,6.6,17.56,55.99,100231.46
10663,"14:00:48.663",3.9,6.6,17.56,55.99,100228.39
10854,"14:00:48.854",3.9,6.6,17.54,56.02,100227.91
11050,"14:00:49.050",3.9,6.6,17.54,56.02,100226.95
11240,"14:00:49.240",3.7,6,17.54,56.02,100227.75
11431,"14:00:49.431",3.7,6,17.54,56.02,100229.7
11621,"14:00:49.621",3.7,6,17.54,56.12,100226.45
11811,"14:00:49.811",3.7,6,17.54,56.12,100228.25
12002,"14:00:50.002",3.7,6,17.52,56.12,100228.55
12192,"14:00:50.192",3.6,5.6,17.54,56.12,100227.58
12383,"14:00:50.383",3.6,5.6,17.52,56.12,100230.34
12573,"14:00:50.573",3.6,5.6,17.52,56.12,100225.52
12763,"14:00:50.763",3.6,5.6,17.52,56.23,100226.78
12954,"14:00:50.954",3.6,5.6,17.52,56.23,100228.71
13144,"14:00:51.144",3.5,5.4,17.52,56.23,100227.91
13335,"14:00:51.335",3.5,5.4,17.52,56.32,100227.59
13531,"14:00:51.531",3.5,5.4,17.49,56.32,100226.62
13722,"14:00:51.722",3.5,5.4,17.51,56.32,100227.75
13911,"14:00:51.911",3.5,5.4,17.52,56.43,100226.45
14103,"14:00:52.103",3.5,5.6,17.52,56.43,100223.9
14292,"14:00:52.292",3.5,5.6,17.49,56.43,100225.67
14483,"14:00:52.483",3.5,5.6,17.49,56.52,100226.64
14673,"14:00:52.673",3.5,5.6,17.51,56.52,100230.33
14864,"14:00:52.864",3.5,5.6,17.48,56.63,100229.38
15054,"14:00:53.054",3.5,5.6,17.51,56.63,100227.12
15245,"14:00:53.245",3.4,6.2,17.49,56.63,100230.33
15435,"14:00:53.435",3.4,6.2,17.49,56.63,100224.06
15626,"14:00:53.626",3.4,6.2,17.49,56.63,100228.41
15816,"14:00:53.816",3.4,6.2,17.49,56.73,100229.84
16007,"14:00:54.007",3.4,6.2,17.48,56.73,100229.55
16203,"14:00:54.203",3.4,6,17.46,56.73,100226.8
16393,"14:00:54.393",3.4,6,17.48,56.73,100230.2
16584,"14:00:54.584",3.4,6,17.48,56.73,100231.33
16774,"14:00:54.774",3.4,6,17.48,56.73,100227.96
16964,"14:00:54.964",3.4,6,17.46,56.73,100225.36
17155,"14:00:55.155",3.5,8.2,17.46,56.73,100229.39
17345,"14:00:55.345",3.5,8.2,17.45,56.73,100228.09
17536,"14:00:55.536",3.5,8.2,17.46,56.73,100230.22
17726,"14:00:55.726",3.5,8.2,17.45,56.73,100229.39
17916,"14:00:55.916",3.5,8.2,17.45,56.73,100229.73
18107,"14:00:56.107",3.5,7.9,17.45,56.73,100230.39
18297,"14:00:56.297",3.5,7.9,17.44,56.73,100230.34
18488,"14:00:56.488",3.5,7.9,17.44,56.63,100228.42
18683,"14:00:56.683",3.5,7.9,17.45,56.63,100228.91
18875,"14:00:56.875",3.5,7.9,17.44,56.63,100225.7
19064,"14:00:57.064",3.5,7.9,17.44,56.63,100228.12
19256,"14:00:57.256",3.5,7.8,17.44,56.63,100229.39
19445,"14:00:57.445",3.5,7.8,17.42,56.63,100231.16
19637,"14:00:57.637",3.5,7.8,17.44,56.52,100230.02
19826,"14:00:57.826",3.5,7.8,17.42,56.52,100228.93
20018,"14:00:58.018",3.5,7.8,17.42,56.52,100231.97
20207,"14:00:58.207",3.6,8.6,17.42,56.43,100230.84
20398,"14:00:58.398",3.6,8.6,17.42,56.43,100224.73
20588,"14:00:58.588",3.6,8.6,17.42,56.43,100229.05
20779,"14:00:58.779",3.6,8.6,17.41,56.43,100226.67
20969,"14:00:58.969",3.6,8.6,17.39,56.32,100226.3
21165,"14:00:59.165",3.5,9.1,17.39,56.32,100225.81
21356,"14:00:59.356",3.5,9.1,17.41,56.32,100225.84
21546,"14:00:59.546",3.5,9.1,17.39,56.23,100226.8
21737,"14:00:59.737",3.5,9.1,17.39,56.23,100224.53
21927,"14:00:59.927",3.5,9.1,17.41,56.23,100225.33
22118,"14:01:00.118",3.5,8.8,17.39,56.23,100228.91
22308,"14:01:00.308",3.5,8.8,17.39,56.12,100227.8
22498,"14:01:00.498",3.5,8.8,17.38,56.12,100227.31
22689,"14:01:00.689",3.5,8.8,17.39,56.02,100225.02
22879,"14:01:00.879",3.5,8.8,17.38,56.02,100231
23069,"14:01:01.069",3.5,8.8,17.38,56.02,100225.02
23260,"14:01:01.260",3.5,9.1,17.38,55.92,100227.45
23450,"14:01:01.450",3.5,9.1,17.36,55.92,100228.42
23647,"14:01:01.647",3.5,9.1,17.36,55.92,100229.55
23837,"14:01:01.837",3.5,9.1,17.38,55.92,100229.7
24028,"14:01:02.028",3.5,9.1,17.38,55.92,100229.39
24218,"14:01:02.218",3.5,8.9,17.36,55.82,100227.92
24409,"14:01:02.409",3.5,8.9,17.34,55.82,100230.48
24598,"14:01:02.598",3.5,8.9,17.34,55.82,100225.5
24790,"14:01:02.790",3.5,8.9,17.36,55.82,100226.48
24979,"14:01:02.979",3.5,8.9,17.34,55.72,100227.29
25171,"14:01:03.171",3.5,9.3,17.34,55.72,100229.88
25360,"14:01:03.360",3.5,9.3,17.33,55.72,100225.17
25551,"14:01:03.551",3.5,9.3,17.33,55.72,100227.77
25741,"14:01:03.741",3.5,9.3,17.33,55.72,100228.28
25932,"14:01:03.932",3.5,9.3,17.33,55.74,100230.5
26128,"14:01:04.128",3.5,10.4,17.33,55.74,100229.55
26318,"14:01:04.318",3.5,10.4,17.33,55.65,100228.74
26509,"14:01:04.509",3.5,10.4,17.33,55.65,100228.08
26700,"14:01:04.700",3.5,10.4,17.31,55.62,100231.31
26890,"14:01:04.890",3.5,10.4,17.3,55.65,100229.88
27081,"14:01:05.081",3.5,10.4,17.31,55.65,100227.48
27270,"14:01:05.270",3.5,10.3,17.31,55.65,100226.16
27465,"14:01:05.465",3.5,10.3,17.31,55.65,100225.52
27655,"14:01:05.655",3.5,10.3,17.3,55.65,100226.03
27845,"14:01:05.845",3.5,10.3,17.29,55.65,100226.64
28035,"14:01:06.035",3.5,10.3,17.29,55.65,100226.47
28226,"14:01:06.226",3.6,10.4,17.3,55.65,100225.82
28417,"14:01:06.417",3.6,10.4,17.29,55.65,100226.8
28613,"14:01:06.613",3.6,10.4,17.29,55.65,100224.87
28804,"14:01:06.804",3.6,10.4,17.29,55.65,100226.32
28994,"14:01:06.994",3.6,10.4,17.27,55.65,100225.52
29185,"14:01:07.185",3.5,10.1,17.27,55.65,100225.52
29375,"14:01:07.375",3.5,10.1,17.27,55.65,100226.13
29567,"14:01:07.567",3.5,10.1,17.27,55.65,100224.85
29756,"14:01:07.756",3.5,10.1,17.26,55.65,100225.98
29948,"14:01:07.948",3.5,10.1,17.27,55.65,100225.03
30138,"14:01:08.138",3.5,10.4,17.24,55.74,100222.8
30329,"14:01:08.329",3.5,10.4,17.27,55.74,100225.52
30519,"14:01:08.519",3.5,10.4,17.26,55.74,100226
30710,"14:01:08.710",3.5,10.4,17.26,55.74,100224.38
30900,"14:01:08.900",3.5,10.4,17.24,55.85,100224.85
31097,"14:01:09.097",3.5,10.4,17.26,55.85,100228.56
31288,"14:01:09.288",3.5,10.6,17.24,55.85,100228.06
31487,"14:01:09.487",3.5,10.6,17.24,55.94,100224.37
31677,"14:01:09.677",3.5,10.6,17.24,55.94,100228.08
31868,"14:01:09.868",3.5,10.6,17.24,55.94,100225.8
32059,"14:01:10.059",3.5,10.6,17.23,56.05,100227.42
32249,"14:01:10.249",3.6,10.9,17.23,56.05,100224.21
32440,"14:01:10.440",3.6,10.9,17.23,56.05,100228.06
32631,"14:01:10.631",3.6,10.9,17.22,56.15,100227.12
32821,"14:01:10.821",3.6,10.9,17.23,56.15,100225.7
33012,"14:01:11.012",3.6,10.9,17.22,56.15,100227.27
33203,"14:01:11.203",3.6,10.6,17.22,56.25,100223.92
33399,"14:01:11.399",3.6,10.6,17.22,56.25,100227.44
33590,"14:01:11.590",3.6,10.6,17.2,56.25,100226.97
33780,"14:01:11.780",3.6,10.6,17.2,56.25,100229.88
33972,"14:01:11.972",3.6,10.6,17.22,56.25,100229.05
34161,"14:01:12.161",3.6,10.6,17.2,56.35,100229.38
34353,"14:01:12.353",3.6,10.6,17.19,56.35,100227.27
34543,"14:01:12.543",3.6,10.6,17.19,56.35,100228.56
34735,"14:01:12.735",3.6,10.6,17.19,56.35,100226.79
34924,"14:01:12.924",3.6,10.6,17.19,56.35,100225.83
35116,"14:01:13.116",3.7,10.6,17.19,56.45,100226.14
35306,"14:01:13.306",3.7,10.6,17.19,56.45,100227.61
35497,"14:01:13.497",3.7,10.6,17.16,56.45,100228.26
35687,"14:01:13.687",3.7,10.6,17.19,56.45,100227.61
35884,"14:01:13.884",3.7,10.6,17.16,56.56,100228.08
36075,"14:01:14.075",3.7,10.6,17.16,56.56,100223.88
36265,"14:01:14.265",3.7,10.9,17.16,56.56,100227.45
36456,"14:01:14.456",3.7,10.9,17.16,56.65,100226
36647,"14:01:14.647",3.7,10.9,17.15,56.65,100227.1
36838,"14:01:14.838",3.7,10.9,17.15,56.65,100228.91
37028,"14:01:15.028",3.7,10.9,17.15,56.65,100226.79
37219,"14:01:15.219",3.9,11.2,17.15,56.76,100228.58
37410,"14:01:15.410",3.9,11.2,17.14,56.76,100230.66
37601,"14:01:15.601",3.9,11.2,17.15,56.76,100231.62
37791,"14:01:15.791",3.9,11.2,17.14,56.76,100226
37982,"14:01:15.982",3.9,11.2,17.14,56.85,100227.42
38173,"14:01:16.173",3.6,11.5,17.14,56.85,100224.52
38370,"14:01:16.370",3.6,11.5,17.14,56.85,100226.62
38560,"14:01:16.560",3.6,11.5,17.12,56.96,100227.12
38752,"14:01:16.752",3.6,11.5,17.12,56.96,100228.88
38942,"14:01:16.942",3.6,11.5,17.12,56.96,100227.75
39133,"14:01:17.133",3.5,11.4,17.11,56.96,100222.28
39323,"14:01:17.323",3.5,11.4,17.11,57.06,100222.93
39515,"14:01:17.515",3.5,11.4,17.11,57.06,100223.88
39704,"14:01:17.704",3.5,11.4,17.11,57.06,100221.47
39896,"14:01:17.896",3.5,11.4,17.11,57.06,100225.97
40086,"14:01:18.086",3.5,11.4,17.11,57.06,100226.13
40277,"14:01:18.277",3.6,11.7,17.11,57.06,100223.09
40467,"14:01:18.467",3.6,11.7,17.09,57.09,100228.06
40659,"14:01:18.659",3.6,11.7,17.09,57.09,100226
40855,"14:01:18.855",3.6,11.7,17.09,57.18,100225.34
41046,"14:01:19.046",3.6,11.7,17.09,57.18,100228.88
41237,"14:01:19.237",3.7,11.9,17.09,57.18,100227.61
41427,"14:01:19.427",3.7,11.9,17.08,57.18,100227.11
41618,"14:01:19.618",3.7,11.9,17.08,57.18,100226.32
41809,"14:01:19.809",3.7,11.9,17.09,57.18,100224.87
41999,"14:01:19.999",3.7,11.9,17.08,57.18,100225.02
42190,"14:01:20.190",3.8,12,17.08,57.18,100227.27
42381,"14:01:20.381",3.8,12,17.08,57.18,100226.62
42572,"14:01:20.572",3.8,12,17.08,57.18,100225.97
42762,"14:01:20.762",3.8,12,17.08,57.18,100225.8
42953,"14:01:20.953",3.8,12,17.06,57.18,100225.32
43144,"14:01:21.144",3.8,12.4,17.06,57.18,100222.27
43340,"14:01:21.340",3.8,12.4,17.05,57.18,100227.59
43531,"14:01:21.531",3.8,12.4,17.06,57.18,100225.83
43721,"14:01:21.721",3.8,12.4,17.06,57.18,100228.08
43913,"14:01:21.913",3.8,12.4,17.04,57.18,100224.55
44102,"14:01:22.102",3.8,12.4,17.05,57.18,100226.62
44294,"14:01:22.294",3.8,12.3,17.05,57.18,100225.48
44484,"14:01:22.484",3.8,12.3,17.05,57.18,100224.03
44676,"14:01:22.676",3.8,12.3,17.04,57.18,100225.03
44865,"14:01:22.865",3.8,12.3,17.04,57.18,100225.19
45057,"14:01:23.057",3.8,12.3,17.04,57.18,100225.98
45247,"14:01:23.247",3.8,12.1,17.04,57.29,100226.79
45439,"14:01:23.439",3.8,12.1,17.04,57.18,100223.09
45635,"14:01:23.635",3.8,12.1,17.02,57.29,100225.82
45825,"14:01:23.825",3.8,12.1,17.04,57.29,100222.77
46016,"14:01:24.016",3.8,12.1,17.02,57.29,100224.06
46207,"14:01:24.207",3.8,12.8,17.02,57.29,100227.27
46398,"14:01:24.398",3.8,12.8,17.01,57.39,100225.17
46588,"14:01:24.588",3.8,12.8,17.02,57.39,100223.09
46779,"14:01:24.779",3.8,12.8,17.01,57.39,100221.66
46969,"14:01:24.969",3.8,12.8,17.01,57.39,100223.9
47160,"14:01:25.160",3.8,11.7,17.01,57.49,100225.03
47351,"14:01:25.351",3.8,11.7,17.02,57.49,100227.45
47542,"14:01:25.542",3.8,11.7,17.02,57.49,100224.89
47732,"14:01:25.732",3.8,11.7,17.01,57.49,100227.8
47923,"14:01:25.923",3.8,11.7,17.01,57.59,100224.55
48119,"14:01:26.119",3.7,11.7,17.01,57.59,100224.05
48311,"14:01:26.311",3.7,11.7,17.01,57.59,100225.66
48500,"14:01:26.500",3.7,11.7,16.99,57.69,100226.32
48692,"14:01:26.692",3.7,11.7,16.99,57.69,100228.26
48882,"14:01:26.882",3.7,11.7,16.97,57.69,100227.12
49074,"14:01:27.074",3.7,11.7,16.99,57.69,100226.46
49263,"14:01:27.263",3.7,11.8,16.97,57.79,100222.96
49455,"14:01:27.455",3.7,11.8,16.97,57.79,100224.72
49645,"14:01:27.645",3.7,11.8,16.97,57.79,100225.82
49836,"14:01:27.836",3.7,11.8,16.97,57.79,100225.05
50026,"14:01:28.026",3.7,11.8,16.96,57.89,100227.59
50218,"14:01:28.218",3.7,11.6,16.97,57.89,100228.58
50407,"14:01:28.407",3.7,11.6,16.96,57.89,100225.22
50604,"14:01:28.604",3.7,11.6,16.96,57.89,100228.72
50794,"14:01:28.794",3.7,11.6,16.94,58,100224.73
50987,"14:01:28.987",3.7,11.6,16.96,58,100225.03
51184,"14:01:29.184",3.7,11.5,16.94,58,100226.16
51374,"14:01:29.374",3.7,11.5,16.94,58,100226.3
51565,"14:01:29.565",3.7,11.5,16.94,58,100224.55
51755,"14:01:29.755",3.7,11.5,16.93,58,100225.83
51946,"14:01:29.946",3.7,11.5,16.94,58,100226.01
52137,"14:01:30.137",3.7,11.4,16.94,58,100224.7
52328,"14:01:30.328",3.7,11.4,16.93,58,100225.35
52518,"14:01:30.518",3.7,11.4,16.94,58,100227.12
52709,"14:01:30.709",3.7,11.4,16.91,58,100226.16
52900,"14:01:30.900",3.7,11.4,16.93,58,100228.74
53097,"14:01:31.097",3.7,11.4,16.91,58,100227.61
53287,"14:01:31.287",3.7,11.1,16.9,58,100225.38
53478,"14:01:31.478",3.7,11.1,16.91,58,100226.19
53668,"14:01:31.668",3.7,11.1,16.9,58,100223.58
53859,"14:01:31.859",3.7,11.1,16.91,58,100227.58
54049,"14:01:32.049",3.7,11.1,16.91,57.89,100225.38
54241,"14:01:32.241",3.7,11.1,16.9,57.89,100227.11
54431,"14:01:32.431",3.7,11.1,16.9,57.89,100225.34
54622,"14:01:32.622",3.7,11.1,16.9,57.89,100225.81
54824,"14:01:32.824",3.7,11.1,16.89,57.89,100226.67
55016,"14:01:33.016",3.7,11.1,16.9,57.89,100226.46
55206,"14:01:33.206",3.8,11.7,16.89,57.89,100227.43
55397,"14:01:33.397",3.8,11.7,16.9,57.89,100227.43
55593,"14:01:33.593",3.8,11.7,16.89,57.89,100225.66
55784,"14:01:33.784",3.8,11.7,16.89,57.79,100228.72
55975,"14:01:33.975",3.8,11.7,16.89,57.79,100226
56165,"14:01:34.165",3.7,10.6,16.87,57.79,100224.7
56356,"14:01:34.356",3.7,10.6,16.89,57.79,100229.22
56546,"14:01:34.546",3.7,10.6,16.87,57.79,100224.57
56737,"14:01:34.737",3.7,10.6,16.87,57.82,100227.16
56927,"14:01:34.927",3.7,10.6,16.87,57.82,100225.19
57118,"14:01:35.118",3.7,10.6,16.87,57.82,100225.03
57309,"14:01:35.309",3.9,12.2,16.87,57.89,100225.87
57499,"14:01:35.499",3.9,12.2,16.86,57.92,100224.73
57690,"14:01:35.690",3.9,12.2,16.86,57.89,100225.5
57887,"14:01:35.887",3.9,12.2,16.86,57.92,100225.22
58076,"14:01:36.076",3.9,12.2,16.86,57.92,100229.39
58268,"14:01:36.268",3.9,12.6,16.84,57.92,100229.7
58458,"14:01:36.458",3.9,12.6,16.84,57.92,100224.55
58649,"14:01:36.649",3.9,12.6,16.84,58.02,100226.19
58839,"14:01:36.839",3.9,12.6,16.86,58.02,100228.45
59031,"14:01:37.031",3.9,12.6,16.84,58.02,100228.45
59220,"14:01:37.220",4.1,13.9,16.83,58.02,100230.68
59412,"14:01:37.412",4.1,13.9,16.84,58.12,100227
59601,"14:01:37.601",4.1,13.9,16.83,58.12,100227
59793,"14:01:37.793",4.1,13.9,16.84,58.12,100224.23
59982,"14:01:37.982",4.1,13.9,16.84,58.23,100224.41
60174,"14:01:38.174",4.1,13.5,16.83,58.23,100226.46
60370,"14:01:38.370",4.1,13.5,16.81,58.23,100227.43
60561,"14:01:38.561",4.1,13.5,16.81,58.33,100225.7
60751,"14:01:38.751",4.1,13.5,16.81,58.33,100226.32
60942,"14:01:38.942",4.1,13.5,16.81,58.33,100226.46
61133,"14:01:39.133",4.4,15,16.79,58.33,100225.5
61323,"14:01:39.323",4.4,15,16.79,58.43,100229.09
61514,"14:01:39.514",4.4,15,16.81,58.43,100231.15
61704,"14:01:39.704",4.4,15,16.79,58.43,100226.67
61895,"14:01:39.895",4.4,15,16.79,58.43,100224.23
62086,"14:01:40.086",4.4,15,16.79,58.43,100227
62276,"14:01:40.276",4.4,15.2,16.78,58.43,100229.41
62467,"14:01:40.467",4.4,15.2,16.78,58.53,100228.12
62658,"14:01:40.658",4.4,15.2,16.78,58.53,100229.41
62853,"14:01:40.853",4.4,15.2,16.78,58.53,100227.8
63045,"14:01:41.045",4.4,15.2,16.78,58.53,100227.43
63235,"14:01:41.235",4.4,15.5,16.75,58.53,100227.94
63427,"14:01:41.427",4.4,15.5,16.76,58.53,100225.17
63616,"14:01:41.616",4.4,15.5,16.76,58.53,100227.59
63808,"14:01:41.808",4.4,15.5,16.76,58.53,100225.66
63997,"14:01:41.997",4.4,15.5,16.75,58.53,100227.48
64189,"14:01:42.189",4.3,15.5,16.75,58.53,100226.64
64379,"14:01:42.379",4.3,15.5,16.76,58.53,100225.05
64570,"14:01:42.570",4.3,15.5,16.75,58.53,100226.01
64760,"14:01:42.760",4.3,15.5,16.74,58.53,100225.36
64951,"14:01:42.951",4.3,15.5,16.75,58.53,100230.34
65141,"14:01:43.141",4.5,16.4,16.75,58.53,100227.43
65338,"14:01:43.338",4.5,16.4,16.74,58.53,100226.81
65529,"14:01:43.529",4.5,16.4,16.75,58.53,100226.19
65719,"14:01:43.719",4.5,16.4,16.72,58.53,100224.89
65910,"14:01:43.910",4.5,16.4,16.72,58.53,100232.32
66100,"14:01:44.100",4.5,16.4,16.72,58.53,100227.48
66291,"14:01:44.291",4.4,16.5,16.72,58.53,100229.38
66482,"14:01:44.482",4.4,16.5,16.72,58.53,100228.28
66673,"14:01:44.673",4.4,16.5,16.71,58.53,100227.48
66863,"14:01:44.863",4.4,16.5,16.71,58.53,100224.69
67054,"14:01:45.054",4.4,16.5,16.71,58.53,100225.54
67245,"14:01:45.245",4.3,15.9,16.71,58.53,100226.98
67435,"14:01:45.435",4.3,15.9,16.71,58.53,100223.44
67626,"14:01:45.626",4.3,15.9,16.71,58.53,100227.59
67823,"14:01:45.823",4.3,15.9,16.71,58.63,100225.38
68013,"14:01:46.013",4.3,15.9,16.69,58.63,100225.05
68204,"14:01:46.204",4.3,15.7,16.69,58.63,100225.54
68394,"14:01:46.394",4.3,15.7,16.69,58.63,100224.57
68586,"14:01:46.586",4.3,15.7,16.69,58.63,100226.83
68775,"14:01:46.775",4.3,15.7,16.69,58.63,100224.73
68967,"14:01:46.967",4.3,15.7,16.69,58.63,100225.87
69156,"14:01:47.156",4.3,15.8,16.68,58.63,100223.61
69348,"14:01:47.348",4.3,15.8,16.68,58.73,100221.65
69538,"14:01:47.538",4.3,15.8,16.68,58.73,100224.89
69729,"14:01:47.729",4.3,15.8,16.66,58.73,100226.67
69919,"14:01:47.919",4.3,15.8,16.66,58.73,100225.05
70116,"14:01:48.116",4.3,15.8,16.66,58.73,100226.35
70307,"14:01:48.307",4.3,15.6,16.66,58.73,100226.83
70497,"14:01:48.497",4.3,15.6,16.66,58.83,100225.7
70688,"14:01:48.688",4.3,15.6,16.66,58.83,100227
70878,"14:01:48.878",4.3,15.6,16.65,58.83,100226.14
71069,"14:01:49.069",4.3,15.6,16.65,58.83,100222.15
71260,"14:01:49.260",4.3,15.8,16.65,58.83,100224.25
71451,"14:01:49.451",4.3,15.8,16.64,58.83,100224.57
71641,"14:01:49.641",4.3,15.8,16.64,58.83,100225.36
71832,"14:01:49.832",4.3,15.8,16.65,58.83,100225.33
72022,"14:01:50.022",4.3,15.8,16.65,58.83,100226.52
72213,"14:01:50.213",4.4,16,16.64,58.93,100224.56
72403,"14:01:50.403",4.4,16,16.64,58.93,100228.08
72600,"14:01:50.600",4.4,16,16.61,58.93,100222.96
72790,"14:01:50.790",4.4,16,16.64,58.96,100224.55
72982,"14:01:50.982",4.4,16,16.64,58.96,100226.83
73171,"14:01:51.171",4.4,15.9,16.61,58.96,100222.31
73363,"14:01:51.363",4.4,15.9,16.61,58.96,100226.19
73552,"14:01:51.552",4.4,15.9,16.6,58.96,100226.95
73744,"14:01:51.744",4.4,15.9,16.61,58.96,100227.43
73933,"14:01:51.933",4.4,15.9,16.61,59.06,100224.89
74125,"14:01:52.125",4.4,15.9,16.6,59.06,100226.35
74314,"14:01:52.314",4.4,16.1,16.6,59.06,100221.83
74507,"14:01:52.507",4.4,16.1,16.61,59.06,100226.19
74697,"14:01:52.697",4.4,16.1,16.6,59.06,100227.48
74894,"14:01:52.894",4.4,16.1,16.6,59.06,100224.23
75090,"14:01:53.090",4.4,16.1,16.58,59.06,100225.54
75280,"14:01:53.280",4.4,16.2,16.58,59.06,100227.11
75471,"14:01:53.471",4.4,16.2,16.58,59.06,100225.87
75662,"14:01:53.662",4.4,16.2,16.58,59.06,100223.92
75852,"14:01:53.852",4.4,16.2,16.58,59.06,100223.28
76043,"14:01:54.043",4.4,16.2,16.58,59.06,100226.95
76234,"14:01:54.234",4.3,16.2,16.57,59.06,100227.96
76424,"14:01:54.424",4.3,16.2,16.57,59.06,100225.87
76615,"14:01:54.615",4.3,16.2,16.57,58.96,100226.52
76806,"14:01:54.806",4.3,16.2,16.57,58.96,100220.38
76996,"14:01:54.996",4.3,16.2,16.56,58.96,100228.75
77187,"14:01:55.187",4.4,16.1,16.56,58.96,100223.6
77378,"14:01:55.378",4.4,16.1,16.56,58.96,100225.84
77574,"14:01:55.574",4.4,16.1,16.56,58.96,100227.16
77765,"14:01:55.765",4.4,16.1,16.54,58.86,100227.43
77965,"14:01:55.965",4.4,16.1,16.56,58.86,100227.3
78157,"14:01:56.157",4.6,16.4,16.54,58.86,100224.56
78347,"14:01:56.347",4.6,16.4,16.54,58.86,100221.83
78539,"14:01:56.539",4.6,16.4,16.53,58.86,100224.73
78728,"14:01:56.728",4.6,16.4,16.54,58.86,100225.87
78920,"14:01:56.920",4.6,16.4,16.54,58.86,100220.2
79109,"14:01:57.109",4.6,16.4,16.53,58.86,100221
79301,"14:01:57.301",4.6,16.2,16.53,58.86,100224.85
79490,"14:01:57.490",4.6,16.2,16.53,58.86,100224.56
79682,"14:01:57.682",4.6,16.2,16.51,58.86,100226.19
79872,"14:01:57.872",4.6,16.2,16.51,58.86,100226.19
80069,"14:01:58.069",4.6,16.2,16.51,58.86,100223.6
80259,"14:01:58.259",4.6,15.7,16.51,58.86,100227.64
80450,"14:01:58.450",4.6,15.7,16.51,58.86,100225.05
80641,"14:01:58.641",4.6,15.7,16.51,58.86,100221.98
80831,"14:01:58.831",4.6,15.7,16.51,58.86,100228.27
81022,"14:01:59.022",4.6,15.7,16.5,58.86,100224.72
81212,"14:01:59.212",4.7,15.4,16.5,58.86,100225.22
81403,"14:01:59.403",4.7,15.4,16.51,58.86,100225.05
81593,"14:01:59.593",4.7,15.4,16.5,58.86,100224.41
81784,"14:01:59.784",4.7,15.4,16.49,58.96,100224.89
81975,"14:01:59.975",4.7,15.4,16.49,58.96,100221.5
82166,"14:02:00.166",4.7,16.4,16.49,58.96,100225.03
82361,"14:02:00.361",4.7,16.4,16.49,58.96,100224.73
82553,"14:02:00.553",4.7,16.4,16.49,58.96,100223.11
82742,"14:02:00.742",4.7,16.4,16.47,58.96,100229.25
82934,"14:02:00.934",4.7,16.4,16.49,59.06,100225.86
83123,"14:02:01.123",4.7,16.4,16.49,59.06,100221.98
83315,"14:02:01.315",4.7,17.3,16.49,59.06,100225.36
83504,"14:02:01.504",4.7,17.3,16.47,59.06,100225.86
83696,"14:02:01.696",4.7,17.3,16.47,59.16,100220.2
83885,"14:02:01.885",4.7,17.3,16.46,59.16,100221.34
84077,"14:02:02.077",4.7,17.3,16.46,59.16,100223.59
84267,"14:02:02.267",4.8,17.3,16.46,59.16,100224.89
84458,"14:02:02.458",4.8,17.3,16.46,59.27,100225.7
84648,"14:02:02.648",4.8,17.3,16.46,59.27,100224.89
84844,"14:02:02.844",4.8,17.3,16.43,59.36,100224.23
85035,"14:02:03.035",4.8,17.3,16.43,59.36,100223.27
85225,"14:02:03.225",4.8,16.7,16.43,59.36,100225.2
85416,"14:02:03.416",4.8,16.7,16.42,59.47,100225.22
