"id","time","record","lat","lon","AirTC_Avg","RH_Avg","pm25","pm10"
935,"2019-11-14 14:35:00",36625,51.9628856666667,7.616125,8.12,67.14,1.68,7.402
936,"2019-11-14 14:35:01",36626,51.9628476666667,7.616124,8.11,67.14,2.449,10.385
937,"2019-11-14 14:35:02",36627,51.9628061666667,7.61612066666667,8.1,67.13,2.367,4.047
938,"2019-11-14 14:35:03",36628,51.9627693333333,7.6161145,8.12,67.17,2.557,4.237
939,"2019-11-14 14:35:04",36629,51.962734,7.61611216666667,8.11,67.16,2.901,4.581
940,"2019-11-14 14:35:05",36630,51.9626963333333,7.616113,8.1,67.23,2.582,5.824
941,"2019-11-14 14:35:06",36631,51.9626595,7.61610933333333,8.11,67.26,2.019,2.819
942,"2019-11-14 14:35:07",36632,51.9626225,7.61610883333333,8.1,67.3,3.399,5.798
943,"2019-11-14 14:35:08",36633,51.9625893333333,7.61610616666667,8.13,67.34,2.688,13.785
944,"2019-11-14 14:35:09",36634,51.9625538333333,7.61609816666667,8.13,67.47,2.828,4.508
945,"2019-11-14 14:35:10",36635,51.9625141666667,7.61609433333333,8.13,67.49,2.94,4.62
946,"2019-11-14 14:35:11",36636,51.9624798333333,7.61609383333333,8.12,67.46,2.826,3.626
947,"2019-11-14 14:35:12",36637,51.9624461666667,7.61609933333333,8.1,67.42,2.967,2.967
948,"2019-11-14 14:35:13",36638,51.962414,7.61609633333333,8.12,67.46,1.686,3.285
949,"2019-11-14 14:35:14",36639,51.9623861666667,7.616077,8.1,67.44,2.107,5.349
950,"2019-11-14 14:35:15",36640,51.9623661666667,7.6160435,8.11,67.47,2.338,17.649
951,"2019-11-14 14:35:16",36641,51.9623461666667,7.6160035,8.12,67.44,2.195,4.675
952,"2019-11-14 14:35:17",36642,51.9623225,7.6159535,8.13,67.45,2.903,3.703
953,"2019-11-14 14:35:18",36643,51.9623058333333,7.61590283333333,8.13,67.4,2.955,3.755
954,"2019-11-14 14:35:19",36644,51.962289,7.61585183333333,8.12,67.38,3.015,7.057
955,"2019-11-14 14:35:20",36645,51.9622715,7.615804,8.14,67.33,2.726,3.526
956,"2019-11-14 14:35:21",36646,51.9622553333333,7.61575933333333,8.13,67.32,2.607,9.663
957,"2019-11-14 14:35:22",36647,51.9622395,7.61572166666667,8.1,67.31,2.626,4.306
958,"2019-11-14 14:35:23",36648,51.9622153333333,7.6156805,8.1,67.34,2.814,2.814
959,"2019-11-14 14:35:24",36649,51.9621995,7.61565316666667,8.09,67.37,2.203,2.203
960,"2019-11-14 14:35:25",36650,51.9621786666667,7.61561383333333,8.12,67.4,2.562,3.362
961,"2019-11-14 14:35:26",36651,51.9621651666667,7.61558166666667,8.11,67.42,2.935,15.804
962,"2019-11-14 14:35:27",36652,51.9621516666667,7.61554683333333,8.11,67.45,2.444,3.244
963,"2019-11-14 14:35:28",36653,51.9621388333333,7.61552116666667,8.11,67.49,2.273,6.352
964,"2019-11-14 14:35:29",36654,51.9621198333333,7.61549733333333,8.11,67.49,2.669,4.349
965,"2019-11-14 14:35:30",36655,51.962101,7.615483,8.12,67.56,3.659,5.258
966,"2019-11-14 14:35:31",36656,51.9620841666667,7.61546616666667,8.09,67.61,2.695,4.375
967,"2019-11-14 14:35:32",36657,51.962064,7.61543716666667,8.1,67.7,1.341,1.341
968,"2019-11-14 14:35:33",36658,51.9620485,7.6153975,8.07,67.7,3.217,4.816
969,"2019-11-14 14:35:34",36659,51.9620403333333,7.61534716666667,8.09,67.73,2.977,7.019
970,"2019-11-14 14:35:35",36660,51.9620351666667,7.61529016666667,8.1,67.73,2.169,2.969
971,"2019-11-14 14:35:36",36661,51.962036,7.61524116666667,8.08,67.69,1.839,4.238
972,"2019-11-14 14:35:37",36662,51.9620358333333,7.6151875,8.05,67.66,2.398,17.746
973,"2019-11-14 14:35:38",36663,51.9620383333333,7.61513516666667,8.11,67.68,2.26,3.06
974,"2019-11-14 14:35:39",36664,51.962038,7.61509666666667,8.09,67.69,2.224,2.224
975,"2019-11-14 14:35:40",36665,51.962038,7.6150545,8.09,67.69,2.566,2.566
976,"2019-11-14 14:35:41",36666,51.962038,7.6150145,8.07,67.71,2.371,20.696
977,"2019-11-14 14:35:42",36667,51.9620368333333,7.61497033333333,8.08,67.69,3.064,5.544
