time_since_power_on,time,pm25,pm10,AirTC_Avg,RH_Avg,Pressure
35346,"14:26:33,346",4.70,17.10,19.18,61.65,99203.44
35532,"14:26:33,532",4.70,17.10,19.18,61.67,99208.57
35717,"14:26:33,717",4.70,17.10,19.18,61.65,99205.06
35903,"14:26:33,903",4.70,17.10,19.18,61.65,99207.33
36088,"14:26:34,088",4.70,17.10,19.19,61.67,99206.36
36280,"14:26:34,280",4.60,15.60,19.18,61.67,99207.11
36465,"14:26:34,465",4.60,15.60,19.18,61.67,99205.73
36651,"14:26:34,651",4.60,15.60,19.18,61.65,99206.06
36836,"14:26:34,836",4.60,15.60,19.18,61.67,99204.12
37022,"14:26:35,022",4.60,15.60,19.19,61.65,99205.73
37207,"14:26:35,207",4.50,15.20,19.18,61.65,99204.80
37393,"14:26:35,393",4.50,15.20,19.19,61.65,99207.07
37578,"14:26:35,578",4.50,15.20,19.19,61.67,99207.69
37764,"14:26:35,764",4.50,15.20,19.18,61.65,99206.91
37949,"14:26:35,949",4.50,15.20,19.19,61.65,99207.85
38135,"14:26:36,135",4.60,15.30,19.18,61.67,99206.42
38320,"14:26:36,320",4.60,15.30,19.18,61.65,99205.61
38506,"14:26:36,506",4.60,15.30,19.19,61.67,99204.80
38698,"14:26:36,698",4.60,15.30,19.16,61.65,99203.53
38882,"14:26:36,882",4.60,15.30,19.16,61.65,99203.50
39069,"14:26:37,069",4.60,15.30,19.19,61.65,99202.88
39253,"14:26:37,253",4.60,15.00,19.18,61.65,99201.80
39440,"14:26:37,440",4.60,15.00,19.18,61.65,99202.71
39624,"14:26:37,624",4.60,15.00,19.16,61.65,99205.31
39810,"14:26:37,810",4.60,15.00,19.18,61.65,99204.56
39995,"14:26:37,995",4.60,15.00,19.18,61.65,99205.21
40181,"14:26:38,181",4.60,15.00,19.18,61.65,99204.89
40366,"14:26:38,366",4.60,15.00,19.19,61.67,99204.59
40552,"14:26:38,552",4.60,15.00,19.19,61.65,99203.42
40736,"14:26:38,736",4.60,15.00,19.18,61.65,99203.75
40923,"14:26:38,923",4.60,15.00,19.18,61.65,99205.73
41114,"14:26:39,114",4.60,15.00,19.18,61.67,99203.12
41299,"14:26:39,299",4.60,14.90,19.18,61.65,99201.67
41484,"14:26:39,484",4.60,14.90,19.18,61.65,99205.08
41670,"14:26:39,670",4.60,14.90,19.18,61.65,99203.32
41855,"14:26:39,855",4.60,14.90,19.18,61.65,99202.34
42051,"14:26:40,051",4.60,14.90,19.19,61.65,99202.02
42237,"14:26:40,237",4.70,16.10,19.19,61.65,99203.03
42422,"14:26:40,422",4.70,16.10,19.18,61.65,99206.11
42608,"14:26:40,608",4.70,16.10,19.18,61.65,99204.06
42793,"14:26:40,793",4.70,16.10,19.19,61.67,99203.91
42979,"14:26:40,979",4.70,16.10,19.18,61.65,99203.09
43164,"14:26:41,164",4.70,16.90,19.18,61.65,99202.12
43350,"14:26:41,350",4.70,16.90,19.18,61.67,99199.67
43540,"14:26:41,540",4.70,16.90,19.18,61.65,99204.71
43727,"14:26:41,727",4.70,16.90,19.19,61.67,99204.55
43911,"14:26:41,911",4.70,16.90,19.18,61.65,99203.25
44097,"14:26:42,097",4.70,16.90,19.19,61.65,99202.30
44282,"14:26:42,282",4.80,15.40,19.18,61.65,99205.55
44468,"14:26:42,468",4.80,15.40,19.18,61.65,99202.80
44653,"14:26:42,653",4.80,15.40,19.21,61.67,99203.91
44839,"14:26:42,839",4.80,15.40,19.19,61.65,99204.42
45024,"14:26:43,024",4.80,15.40,19.18,61.65,99205.06
45210,"14:26:43,210",4.80,16.30,19.18,61.65,99204.06
45394,"14:26:43,394",4.80,16.30,19.18,61.65,99203.60
45581,"14:26:43,581",4.80,16.30,19.18,61.65,99203.12
45765,"14:26:43,765",4.80,16.30,19.18,61.67,99199.90
45957,"14:26:43,957",4.80,16.30,19.18,61.65,99200.39
46143,"14:26:44,143",4.90,18.10,19.18,61.65,99198.47
46328,"14:26:44,328",4.90,18.10,19.18,61.67,99200.23
46514,"14:26:44,514",4.90,18.10,19.18,61.54,99199.71
46699,"14:26:44,699",4.90,18.10,19.18,61.54,99201.52
46885,"14:26:44,885",4.90,18.10,19.18,61.57,99201.20
47070,"14:26:45,070",4.90,18.10,19.18,61.65,99200.09
47256,"14:26:45,256",4.80,18.00,19.18,61.65,99201.88
47441,"14:26:45,441",4.80,18.00,19.18,61.54,99200.28
47627,"14:26:45,627",4.80,18.00,19.18,61.65,99202.86
47812,"14:26:45,812",4.80,18.00,19.18,61.57,99202.69
47998,"14:26:45,998",4.80,18.00,19.18,61.54,99203.18
48183,"14:26:46,183",4.70,17.50,19.18,61.65,99199.38
48375,"14:26:46,375",4.70,17.50,19.18,61.54,99202.75
48559,"14:26:46,559",4.70,17.50,19.19,61.54,99202.91
48746,"14:26:46,746",4.70,17.50,19.18,61.54,99199.34
48930,"14:26:46,930",4.70,17.50,19.19,61.54,99201.94
49116,"14:26:47,116",4.70,17.50,19.19,61.54,99199.70
49301,"14:26:47,301",4.60,17.50,19.19,61.54,99201.64
49489,"14:26:47,489",4.60,17.50,19.18,61.54,99201.84
49673,"14:26:47,673",4.60,17.50,19.18,61.54,99201.64
49865,"14:26:47,865",4.60,17.50,19.18,61.54,99201.19
50050,"14:26:48,050",4.60,17.50,19.18,61.54,99200.22
50236,"14:26:48,236",4.70,18.00,19.19,61.54,99201.48
50421,"14:26:48,421",4.70,18.00,19.18,61.54,99201.35
50607,"14:26:48,607",4.70,18.00,19.18,61.54,99201.84
50792,"14:26:48,792",4.70,18.00,19.18,61.54,99202.00
50984,"14:26:48,984",4.70,18.00,19.18,61.54,99202.19
51170,"14:26:49,170",4.60,17.70,19.18,61.54,99202.81
51355,"14:26:49,355",4.60,17.70,19.18,61.54,99201.90
51541,"14:26:49,541",4.60,17.70,19.19,61.54,99203.20
51726,"14:26:49,726",4.60,17.70,19.18,61.54,99202.39
51912,"14:26:49,912",4.60,17.70,19.19,61.57,99203.33
52098,"14:26:50,098",4.60,17.70,19.19,61.54,99205.95
52283,"14:26:50,283",4.70,18.10,19.18,61.54,99203.20
52469,"14:26:50,469",4.70,18.10,19.19,61.54,99204.33
52655,"14:26:50,655",4.70,18.10,19.18,61.54,99202.25
52840,"14:26:50,840",4.70,18.10,19.19,61.54,99200.62"
time,#WERT!,P2.5,P10,Temperature,Humidity,Pressur
4145,"14:26:02,145",4.00,4.30,13.33,47.74,99707.79
4340,"14:26:02,340",4.00,4.30,13.33,47.74,99708.56
4528,"14:26:02,528",4.00,4.30,13.33,47.74,99707.27
4716,"14:26:02,716",4.00,4.30,13.33,47.74,99704.69
4904,"14:26:02,904",4.00,4.30,13.33,47.74,99702.27
5092,"14:26:03,092",4.40,4.70,13.33,47.74,99708.88
5280,"14:26:03,280",4.40,4.70,13.33,47.74,99706.77
5468,"14:26:03,468",4.40,4.70,13.33,47.74,99708.55
5653,"14:26:03,653",4.40,4.70,13.31,47.74,99708.86
5838,"14:26:03,838",4.40,4.70,13.31,47.74,99706.77
6024,"14:26:04,024",4.40,4.70,13.31,47.74,99709.98
6209,"14:26:04,209",4.00,4.30,13.33,47.74,99708.19
6394,"14:26:04,394",4.00,4.30,13.33,47.74,99708.99
6580,"14:26:04,580",4.00,4.30,13.31,47.74,99708.19
6771,"14:26:04,771",4.00,4.30,13.33,47.74,99707.69
6955,"14:26:04,955",4.00,4.30,13.30,47.74,99709.62
7142,"14:26:05,142",4.10,6.10,13.30,47.74,99706.08
7326,"14:26:05,326",4.10,6.10,13.31,47.74,99708.83
7512,"14:26:05,512",4.10,6.10,13.31,47.74,99706.88
7696,"14:26:05,696",4.10,6.10,13.31,47.74,99708.34
7883,"14:26:05,883",4.10,6.10,13.30,47.74,99706.25
8067,"14:26:06,067",4.10,6.10,13.30,47.74,99708.19
8253,"14:26:06,253",4.10,7.30,13.30,47.74,99705.77
8437,"14:26:06,437",4.10,7.30,13.31,47.74,99708.83
8623,"14:26:06,623",4.10,7.30,13.30,47.74,99707.69
8807,"14:26:06,807",4.10,7.30,13.30,47.74,99709.78
8994,"14:26:06,994",4.10,7.30,13.30,47.74,99709.31
9178,"14:26:07,178",4.10,6.90,13.28,47.74,99713.66
9370,"14:26:07,370",4.10,6.90,13.28,47.74,99707.70
9568,"14:26:07,568",4.10,6.90,13.28,47.74,99710.12
9753,"14:26:07,753",4.10,6.90,13.30,47.74,99707.53
9938,"14:26:07,938",4.10,6.90,13.30,47.64,99706.41
10124,"14:26:08,124",3.90,6.20,13.30,47.64,99708.17
10309,"14:26:08,309",3.90,6.20,13.28,47.74,99706.09
10494,"14:26:08,494",3.90,6.20,13.28,47.64,99707.87
10679,"14:26:08,679",3.90,6.20,13.28,47.64,99708.03
10864,"14:26:08,864",3.90,6.20,13.28,47.64,99708.67
11049,"14:26:09,049",3.90,6.20,13.28,47.64,99709.00
11235,"14:26:09,235",4.00,5.80,13.28,47.64,99713.50
11420,"14:26:09,420",4.00,5.80,13.28,47.64,99712.81
11605,"14:26:09,605",4.00,5.80,13.27,47.64,99707.20
11790,"14:26:09,790",4.00,5.80,13.27,47.64,99710.38
11981,"14:26:09,981",4.00,5.80,13.28,47.64,99708.19
12167,"14:26:10,167",3.90,5.40,13.27,47.64,99710.22
12351,"14:26:10,351",3.90,5.40,13.27,47.64,99708.19
12537,"14:26:10,537",3.90,5.40,13.27,47.64,99705.29
12722,"14:26:10,722",3.90,5.40,13.27,47.64,99708.66
12908,"14:26:10,908",3.90,5.40,13.28,47.64,99710.88
13092,"14:26:11,092",3.80,5.20,13.27,47.64,99711.19
13279,"14:26:11,279",3.80,5.20,13.27,47.64,99706.67
13463,"14:26:11,463",3.80,5.20,13.27,47.64,99710.22
13649,"14:26:11,649",3.80,5.20,13.28,47.64,99709.27
13833,"14:26:11,833",3.80,5.20,13.25,47.54,99708.93
14020,"14:26:12,020",3.80,5.20,13.27,47.54,99707.00
14204,"14:26:12,204",3.90,4.90,13.27,47.54,99705.73
14396,"14:26:12,396",3.90,4.90,13.25,47.54,99706.86
14581,"14:26:12,581",3.90,4.90,13.27,47.54,99703.63
14766,"14:26:12,766",3.90,4.90,13.25,47.54,99707.48
14952,"14:26:12,952",3.90,4.90,13.27,47.54,99705.41
15137,"14:26:13,137",3.90,4.80,13.25,47.54,99709.25
15322,"14:26:13,322",3.90,4.80,13.25,47.54,99705.39
15507,"14:26:13,507",3.90,4.80,13.23,47.54,99704.77
15693,"14:26:13,693",3.90,4.80,13.25,47.54,99708.29
15878,"14:26:13,878",3.90,4.80,13.27,47.54,99704.27
16063,"14:26:14,063",3.90,4.80,13.25,47.54,99704.33
16248,"14:26:14,248",3.90,4.60,13.25,47.54,99708.45
16434,"14:26:14,434",3.90,4.60,13.23,47.54,99705.89
16619,"14:26:14,619",3.90,4.60,13.22,47.44,99707.17
16804,"14:26:14,804",3.90,4.60,13.23,47.44,99707.33
16995,"14:26:14,995",3.90,4.60,13.23,47.44,99708.29
17181,"14:26:15,181",3.90,4.60,13.23,47.44,99704.91
17365,"14:26:15,365",3.90,4.60,13.23,47.44,99708.29
17552,"14:26:15,552",3.90,4.60,13.23,47.44,99706.67
17736,"14:26:15,736",3.90,4.60,13.22,47.44,99706.03
17922,"14:26:15,922",3.90,4.60,13.22,47.44,99707.16
18107,"14:26:16,107",3.90,4.50,13.23,47.44,99705.73
18293,"14:26:16,293",3.90,4.50,13.22,47.44,99708.45
18477,"14:26:16,477",3.90,4.50,13.22,47.44,99706.67
18663,"14:26:16,663",3.90,4.50,13.22,47.44,99710.87
18848,"14:26:16,848",3.90,4.50,13.22,47.46,99709.43
19034,"14:26:17,034",3.90,4.50,13.22,47.44,99709.58
19218,"14:26:17,218",3.80,4.40,13.22,47.36,99706.52
19410,"14:26:17,410",3.80,4.40,13.22,47.34,99707.97
19595,"14:26:17,595",3.80,4.40,13.22,47.36,99708.61
19780,"14:26:17,780",3.80,4.40,13.22,47.34,99702.67
19966,"14:26:17,966",3.80,4.40,13.20,47.36,99706.36
20151,"14:26:18,151",3.90,4.30,13.20,47.36,99708.77
20336,"14:26:18,336",3.90,4.30,13.20,47.36,99705.07
20522,"14:26:18,522",3.90,4.30,13.20,47.36,99713.77
20707,"14:26:18,707",3.90,4.30,13.20,47.36,99706.36
20892,"14:26:18,892",3.90,4.30,13.20,47.36,99709.73
21077,"14:26:19,077",3.90,4.30,13.22,47.36,99707.97
21263,"14:26:19,263",3.90,4.70,13.19,47.36,99707.80
21448,"14:26:19,448",3.90,4.70,13.20,47.36,99707.80
21633,"14:26:19,633",3.90,4.70,13.19,47.36,99708.47
21819,"14:26:19,819",3.90,4.70,13.19,47.36,99708.95
22009,"14:26:20,009",3.90,4.70,13.20,47.36,99708.77
22196,"14:26:20,196",3.90,4.70,13.19,47.36,99709.09
22380,"14:26:20,380",3.90,4.70,13.19,47.36,99709.42
22566,"14:26:20,566",3.90,4.70,13.20,47.36,99706.84
22751,"14:26:20,751",3.90,4.70,13.19,47.36,99709.27
22937,"14:26:20,937",3.90,4.70,13.20,47.36,99709.58
23121,"14:26:21,121",3.80,4.50,13.19,47.36,99709.41
23307,"14:26:21,307",3.80,4.50,13.19,47.36,99711.05
23492,"14:26:21,492",3.80,4.50,13.19,47.36,99706.52
23678,"14:26:21,678",3.80,4.50,13.18,47.36,99709.73
23862,"14:26:21,862",3.80,4.50,13.19,47.36,99708.95
24049,"14:26:22,049",3.80,4.50,13.18,47.36,99708.14
24233,"14:26:22,233",3.90,4.50,13.18,47.36,99709.73
24424,"14:26:22,424",3.90,4.50,13.18,47.36,99711.83
24610,"14:26:22,610",3.90,4.50,13.18,47.36,99707.00
24795,"14:26:22,795",3.90,4.50,13.19,47.36,99704.42
24980,"14:26:22,980",3.90,4.50,13.18,47.46,99707.17
25165,"14:26:23,165",3.90,4.50,13.18,47.46,99709.09
25351,"14:26:23,351",3.90,4.50,13.16,47.46,99707.33
25536,"14:26:23,536",3.90,4.50,13.16,47.46,99710.55
25721,"14:26:23,721",3.90,4.50,13.16,47.46,99711.35
25906,"14:26:23,906",3.90,4.50,13.18,47.46,99710.22
26092,"14:26:24,092",3.90,4.50,13.18,47.46,99710.38
26277,"14:26:24,277",3.90,4.50,13.18,47.46,99710.23
26462,"14:26:24,462",3.90,4.50,13.18,47.46,99708.61
26647,"14:26:24,647",3.90,4.50,13.15,47.46,99708.12
26832,"14:26:24,832",3.90,4.50,13.16,47.46,99707.98
27026,"14:26:25,026",3.90,4.50,13.16,47.46,99707.64
27218,"14:26:25,218",3.90,4.40,13.16,47.46,99708.45
27402,"14:26:25,402",3.90,4.40,13.16,47.46,99713.60
27589,"14:26:25,589",3.90,4.40,13.15,47.56,99709.90
27773,"14:26:25,773",3.90,4.40,13.15,47.56,99709.91
27959,"14:26:25,959",3.90,4.40,13.15,47.56,99711.05
28144,"14:26:26,144",3.90,4.30,13.15,47.56,99709.58
28330,"14:26:26,330",3.90,4.30,13.15,47.56,99713.60
28514,"14:26:26,514",3.90,4.30,13.15,47.56,99707.16
28700,"14:26:26,700",3.90,4.30,13.15,47.56,99709.58
28885,"14:26:26,885",3.90,4.30,13.15,47.56,99709.58
29071,"14:26:27,071",3.90,4.30,13.15,47.56,99708.45
29255,"14:26:27,255",3.90,4.30,13.15,47.56,99707.48
29447,"14:26:27,447",3.90,4.30,13.13,47.56,99711.67
29632,"14:26:27,632",3.90,4.30,13.13,47.56,99709.58
29817,"14:26:27,817",3.90,4.30,13.15,47.56,99709.42
30003,"14:26:28,003",3.90,4.30,13.13,47.56,99708.14
30188,"14:26:28,188",3.90,4.30,13.13,47.56,99708.45
30373,"14:26:28,373",3.90,4.30,13.13,47.56,99708.94
30559,"14:26:28,559",3.90,4.30,13.13,47.56,99706.84
30744,"14:26:28,744",3.90,4.30,13.13,47.56,99705.57
30929,"14:26:28,929",3.90,4.30,13.13,47.56,99709.11
31114,"14:26:29,114",4.00,4.40,13.12,47.56,99705.39
31299,"14:26:29,299",4.00,4.40,13.12,47.56,99706.52
31485,"14:26:29,485",4.00,4.40,13.13,47.56,99708.47
31670,"14:26:29,670",4.00,4.40,13.13,47.56,99704.75
31855,"14:26:29,855",4.00,4.40,13.12,47.56,99708.29
32052,"14:26:30,052",4.00,4.40,13.12,47.56,99706.84
32242,"14:26:30,242",4.00,4.40,13.12,47.56,99709.41
32426,"14:26:30,426",4.00,4.40,13.13,47.56,99708.62
32612,"14:26:30,612",4.00,4.40,13.12,47.56,99707.80
32796,"14:26:30,796",4.00,4.40,13.11,47.56,99702.83
32982,"14:26:30,982",4.00,4.40,13.11,47.56,99709.41
33166,"14:26:31,166",4.00,4.40,13.12,47.56,99707.66
33352,"14:26:31,352",4.00,4.40,13.11,47.56,99703.78
33536,"14:26:31,536",4.00,4.40,13.11,47.56,99705.55
