time_since_power_on,time,pm25,pm10,AirTC_Avg,RH_Avg,Pressure
525935,"14:34:43,935",5.20,5.70,10.92,56.28,99703.68
526122,"14:34:44,122",5.20,5.80,10.92,56.28,99707.38
526310,"14:34:44,310",5.20,5.80,10.90,56.28,99705.31
526497,"14:34:44,497",5.20,5.80,10.92,56.28,99706.73
526691,"14:34:44,691",5.20,5.80,10.92,56.28,99702.73
526879,"14:34:44,879",5.20,5.80,10.92,56.28,99707.70
527066,"14:34:45,066",5.20,5.90,10.90,56.28,99702.75
527254,"14:34:45,254",5.20,5.90,10.92,56.28,99704.02
527441,"14:34:45,441",5.20,5.90,10.92,56.28,99703.86
527629,"14:34:45,629",5.20,5.90,10.92,56.28,99705.31
527816,"14:34:45,816",5.20,5.90,10.90,56.28,99706.75
528004,"14:34:46,004",5.20,5.80,10.90,56.28,99704.02
528191,"14:34:46,191",5.20,5.80,10.93,56.28,99706.11
528379,"14:34:46,379",5.20,5.80,10.92,56.28,99705.16
528566,"14:34:46,566",5.20,5.80,10.92,56.38,99705.48
528754,"14:34:46,754",5.20,5.80,10.90,56.38,99708.52
528941,"14:34:46,941",5.20,5.80,10.92,56.28,99703.38
529135,"14:34:47,135",5.10,5.70,10.92,56.38,99704.98
529321,"14:34:47,321",5.10,5.70,10.90,56.38,99703.06
529510,"14:34:47,510",5.10,5.70,10.90,56.38,99704.68
529696,"14:34:47,696",5.10,5.70,10.90,56.38,99706.27
529885,"14:34:47,885",5.10,5.70,10.92,56.38,99704.98
530071,"14:34:48,071",5.10,5.60,10.90,56.38,99706.27
530260,"14:34:48,260",5.10,5.60,10.92,56.38,99700.64
530446,"14:34:48,446",5.10,5.60,10.90,56.38,99704.68
530635,"14:34:48,635",5.10,5.60,10.89,56.38,99705.78
530821,"14:34:48,821",5.10,5.60,10.92,56.38,99703.38
531010,"14:34:49,010",5.20,5.70,10.92,56.38,99705.48
531196,"14:34:49,196",5.20,5.70,10.90,56.38,99704.98
531385,"14:34:49,385",5.20,5.70,10.90,56.38,99703.38
531578,"14:34:49,578",5.20,5.70,10.90,56.38,99702.89
531765,"14:34:49,765",5.20,5.70,10.90,56.38,99706.42
531952,"14:34:49,952",5.20,5.70,10.90,56.38,99704.67
532140,"14:34:50,140",5.30,5.80,10.90,56.38,99707.08
532327,"14:34:50,327",5.30,5.80,10.90,56.38,99705.78
532515,"14:34:50,515",5.30,5.80,10.90,56.38,99706.42
532702,"14:34:50,702",5.30,5.80,10.90,56.38,99707.06
532890,"14:34:50,890",5.30,5.80,10.90,56.38,99708.67
533077,"14:34:51,077",5.10,5.60,10.92,56.38,99705.78
533265,"14:34:51,265",5.10,5.60,10.89,56.38,99707.24
533452,"14:34:51,452",5.10,5.60,10.90,56.38,99702.88
533639,"14:34:51,639",5.10,5.60,10.90,56.38,99704.02
533827,"14:34:51,827",5.10,5.60,10.90,56.38,99704.49
534020,"14:34:52,020",5.10,5.60,10.92,56.38,99706.12
534208,"14:34:52,208",5.10,5.60,10.92,56.38,99706.12
534394,"14:34:52,394",5.10,5.60,10.90,56.38,99705.14
534582,"14:34:52,582",5.10,5.60,10.90,56.38,99704.48
534769,"14:34:52,769",5.10,5.60,10.90,56.38,99707.73
534957,"14:34:52,957",5.10,5.60,10.90,56.38,99702.89
535148,"14:34:53,148",5.00,5.50,10.89,56.38,99703.69
535340,"14:34:53,340",5.00,5.50,10.90,56.38,99706.42
535527,"14:34:53,527",5.00,5.50,10.89,56.38,99705.28
535715,"14:34:53,715",5.00,5.50,10.90,56.38,99707.22
535902,"14:34:53,902",5.00,5.50,10.90,56.38,99703.69
536091,"14:34:54,091",5.00,5.40,10.89,56.38,99705.12
536278,"14:34:54,278",5.00,5.40,10.89,56.38,99705.45
536477,"14:34:54,477",5.00,5.40,10.89,56.38,99706.25
536664,"14:34:54,664",5.00,5.40,10.89,56.38,99705.28
536852,"14:34:54,852",5.00,5.40,10.89,56.38,99707.23
537040,"14:34:55,040",5.00,5.40,10.89,56.38,99707.72
537227,"14:34:55,227",5.00,5.40,10.90,56.38,99706.58
537415,"14:34:55,415",5.00,5.40,10.89,56.38,99708.51
537602,"14:34:55,602",5.00,5.40,10.90,56.38,99704.83
537790,"14:34:55,790",5.00,5.40,10.90,56.38,99705.12
537977,"14:34:55,977",5.00,5.40,10.89,56.38,99706.89
538165,"14:34:56,165",5.00,5.40,10.89,56.38,99704.50
538352,"14:34:56,352",5.00,5.40,10.90,56.38,99707.38
538540,"14:34:56,540",5.00,5.40,10.90,56.38,99705.28
538727,"14:34:56,727",5.00,5.40,10.90,56.38,99705.28
538921,"14:34:56,921",5.00,5.40,10.89,56.38,99706.09
539108,"14:34:57,108",5.00,5.40,10.89,56.38,99706.25
539296,"14:34:57,296",5.00,5.40,10.89,56.38,99704.48
539483,"14:34:57,483",5.00,5.40,10.90,56.38,99706.11
539671,"14:34:57,671",5.00,5.40,10.90,56.38,99706.09
539858,"14:34:57,858",5.00,5.40,10.89,56.38,99707.38
540047,"14:34:58,047",5.00,5.40,10.89,56.38,99702.24
540233,"14:34:58,233",5.00,5.40,10.90,56.38,99705.46
540422,"14:34:58,422",5.00,5.40,10.87,56.38,99704.50
540608,"14:34:58,608",5.00,5.40,10.89,56.38,99702.71
540797,"14:34:58,797",5.00,5.40,10.90,56.38,99703.52
540983,"14:34:58,983",5.10,5.50,10.89,56.38,99705.14
541172,"14:34:59,172",5.10,5.50,10.89,56.38,99705.60
541365,"14:34:59,365",5.10,5.50,10.89,56.38,99708.35
541552,"14:34:59,552",5.10,5.50,10.90,56.38,99705.94
541740,"14:34:59,740",5.10,5.50,10.89,56.38,99707.71
541928,"14:34:59,928",5.10,5.50,10.89,56.38,99703.55
542115,"14:35:00,115",5.10,5.50,10.89,56.38,99704.50
542303,"14:35:00,303",5.10,5.50,10.89,56.38,99705.92
542490,"14:35:00,490",5.10,5.50,10.89,56.38,99704.36
542678,"14:35:00,678",5.10,5.50,10.90,56.38,99705.13
542865,"14:35:00,865",5.10,5.50,10.89,56.38,99707.38
543053,"14:35:01,053",5.20,5.60,10.89,56.38,99703.22
543241,"14:35:01,241",5.20,5.60,10.89,56.38,99702.89
543428,"14:35:01,428",5.20,5.60,10.89,56.38,99708.34
543616,"14:35:01,616",5.20,5.60,10.87,56.38,99704.67
543803,"14:35:01,803",5.20,5.60,10.89,56.38,99704.50
543997,"14:35:01,997",5.20,5.60,10.89,56.38,99704.98
544184,"14:35:02,184",5.20,5.60,10.89,56.38,99702.12
544373,"14:35:02,373",5.20,5.60,10.87,56.28,99701.30
544559,"14:35:02,559",5.20,5.60,10.89,56.38,99704.19
544748,"14:35:02,748",5.20,5.60,10.89,56.38,99705.62
544934,"14:35:02,934",5.20,5.60,10.89,56.38,99702.42
545123,"14:35:03,123",5.20,5.60,10.87,56.38,99702.09
545309,"14:35:03,309",5.20,5.60,10.87,56.28,99701.80
545498,"14:35:03,498",5.20,5.60,10.89,56.28,99700.66
545685,"14:35:03,685",5.20,5.60,10.87,56.28,99703.24
545873,"14:35:03,873",5.20,5.60,10.89,56.28,99703.56
546060,"14:35:04,060",5.20,5.60,10.90,56.28,99704.53
546248,"14:35:04,248",5.20,5.60,10.89,56.28,99704.37
546442,"14:35:04,442",5.20,5.60,10.87,56.28,99703.72
546629,"14:35:04,629",5.20,5.60,10.89,56.28,99704.34
546817,"14:35:04,817",5.20,5.60,10.87,56.28,99703.72
547004,"14:35:05,004",5.20,5.60,10.89,56.28,99704.20
547192,"14:35:05,192",5.20,5.60,10.89,56.28,99706.45
547379,"14:35:05,379",5.20,5.60,10.89,56.28,99705.16
547567,"14:35:05,567",5.20,5.60,10.89,56.28,99703.72
547755,"14:35:05,755",5.20,5.60,10.89,56.28,99706.11
547942,"14:35:05,942",5.20,5.60,10.87,56.28,99709.83
548130,"14:35:06,130",5.20,5.60,10.89,56.28,99704.66
548317,"14:35:06,317",5.20,5.60,10.89,56.28,99707.41
548505,"14:35:06,505",5.20,5.60,10.89,56.28,99707.58
548692,"14:35:06,692",5.20,5.60,10.87,56.28,99705.33
548885,"14:35:06,885",5.20,5.60,10.87,56.28,99706.28
549074,"14:35:07,074",5.40,5.80,10.87,56.28,99704.53
549260,"14:35:07,260",5.40,5.80,10.89,56.28,99708.86
549449,"14:35:07,449",5.40,5.80,10.89,56.28,99705.64
549636,"14:35:07,636",5.40,5.80,10.89,56.28,99707.25
549824,"14:35:07,824",5.40,5.80,10.86,56.28,99704.36
550011,"14:35:08,011",5.50,5.90,10.87,56.28,99703.88
550200,"14:35:08,200",5.50,5.90,10.87,56.28,99703.70
550386,"14:35:08,386",5.50,5.90,10.89,56.28,99705.64
550575,"14:35:08,575",5.50,5.90,10.87,56.28,99704.67
550761,"14:35:08,761",5.50,5.90,10.87,56.28,99701.94
550950,"14:35:08,950",5.50,5.90,10.87,56.28,99702.91
551136,"14:35:09,136",5.50,5.90,10.89,56.28,99703.86
551330,"14:35:09,330",5.50,5.90,10.87,56.28,99704.17
551518,"14:35:09,518",5.50,5.90,10.87,56.28,99704.81
551706,"14:35:09,706",5.50,5.90,10.87,56.28,99701.12
551893,"14:35:09,893",5.50,5.90,10.87,56.28,99699.86
552081,"14:35:10,081",5.50,5.90,10.87,56.28,99702.91
552269,"14:35:10,269",5.50,5.90,10.87,56.18,99704.19
552456,"14:35:10,456",5.50,5.90,10.87,56.28,99707.09
552644,"14:35:10,644",5.50,5.90,10.86,56.28,99702.25
552831,"14:35:10,831",5.50,5.90,10.87,56.28,99702.10
553019,"14:35:11,019",5.50,5.90,10.86,56.28,99703.23
553206,"14:35:11,206",5.50,5.90,10.89,56.28,99704.03
553394,"14:35:11,394",5.50,5.90,10.87,56.28,99702.89
553581,"14:35:11,581",5.50,5.90,10.87,56.28,99702.58
553775,"14:35:11,775",5.50,5.90,10.87,56.28,99703.70
553962,"14:35:11,962",5.50,5.90,10.87,56.28,99700.81
554150,"14:35:12,150",5.50,6.00,10.87,56.28,99702.58
554337,"14:35:12,337",5.50,6.00,10.87,56.28,99705.47
554525,"14:35:12,525",5.50,6.00,10.87,56.28,99705.62
554711,"14:35:12,711",5.50,6.00,10.87,56.28,99704.17
554900,"14:35:12,900",5.50,6.00,10.87,56.38,99701.61
555086,"14:35:13,086",5.50,6.00,10.89,56.38,99703.53
555275,"14:35:13,275",5.50,6.00,10.86,56.38,99704.50
555461,"14:35:13,461",5.50,6.00,10.87,56.38,99702.41
555650,"14:35:13,650",5.50,6.00,10.87,56.38,99704.02
555836,"14:35:13,836",5.50,6.00,10.86,56.38,99704.02
556025,"14:35:14,025",5.50,5.90,10.87,56.38,99703.86
556218,"14:35:14,218",5.50,5.90,10.87,56.48,99704.83
556405,"14:35:14,405",5.50,5.90,10.87,56.48,99705.31
556593,"14:35:14,593",5.50,5.90,10.87,56.48,99705.47
556780,"14:35:14,780",5.50,5.90,10.87,56.48,99703.09
556967,"14:35:14,967",5.50,5.90,10.87,56.48,99704.33
557155,"14:35:15,155",5.70,6.10,10.87,56.48,99706.09
557342,"14:35:15,342",5.70,6.10,10.86,56.48,99704.66
557530,"14:35:15,530",5.70,6.10,10.86,56.59,99703.55
557717,"14:35:15,717",5.70,6.10,10.86,56.59,99705.79
557905,"14:35:15,905",5.70,6.10,10.86,56.59,99706.73
558099,"14:35:16,099",5.80,6.20,10.87,56.59,99708.18
558290,"14:35:16,290",5.80,6.20,10.86,56.59,99707.74
558478,"14:35:16,478",5.80,6.20,10.87,56.59,99708.20
558671,"14:35:16,671",5.80,6.20,10.87,56.69,99704.52
558859,"14:35:16,859",5.80,6.20,10.86,56.69,99704.33
559045,"14:35:17,045",5.90,6.30,10.86,56.69,99706.41
559235,"14:35:17,235",5.90,6.30,10.86,56.69,99703.25
559421,"14:35:17,421",5.90,6.30,10.86,56.69,99703.05
559615,"14:35:17,615",5.90,6.30,10.86,56.69,99705.61
559802,"14:35:17,802",5.90,6.30,10.87,56.79,99705.49
559990,"14:35:17,990",5.80,6.20,10.86,56.79,99706.09
560177,"14:35:18,177",5.80,6.20,10.87,56.79,99705.81
560365,"14:35:18,365",5.80,6.20,10.86,56.79,99703.25
560552,"14:35:18,552",5.80,6.20,10.87,56.79,99705.34
560740,"14:35:18,740",5.80,6.20,10.86,56.89,99705.98
560927,"14:35:18,927",5.80,6.20,10.86,56.89,99704.53
561121,"14:35:19,121",5.70,6.10,10.86,56.89,99705.02
561308,"14:35:19,308",5.70,6.10,10.86,56.89,99703.41
561496,"14:35:19,496",5.70,6.10,10.86,56.89,99704.05
561683,"14:35:19,683",5.70,6.10,10.86,56.89,99705.64
561870,"14:35:19,870",5.70,6.10,10.86,56.99,99702.75
562058,"14:35:20,058",5.70,6.10,10.84,56.99,99707.10
562245,"14:35:20,245",5.70,6.10,10.86,56.99,99701.63
562433,"14:35:20,433",5.70,6.10,10.86,56.99,99702.77
562620,"14:35:20,620",5.70,6.10,10.86,56.99,99700.52
562808,"14:35:20,808",5.70,6.10,10.86,56.99,99702.59
562996,"14:35:20,996",5.80,6.20,10.86,57.10,99705.16
563183,"14:35:21,183",5.80,6.20,10.84,57.10,99704.22
563371,"14:35:21,371",5.80,6.20,10.86,57.10,99703.55
563558,"14:35:21,558",5.80,6.20,10.86,57.10,99703.88
563751,"14:35:21,751",5.80,6.20,10.86,57.10,99701.31
563940,"14:35:21,940",5.80,6.20,10.86,57.10,99701.79
564126,"14:35:22,126",5.90,6.30,10.86,57.20,99700.19
564315,"14:35:22,315",5.90,6.30,10.86,57.20,99700.34
564501,"14:35:22,501",5.90,6.30,10.86,57.20,99700.98
564690,"14:35:22,690",5.90,6.30,10.86,57.20,99702.59
564876,"14:35:22,876",5.90,6.30,10.86,57.20,99699.70
565065,"14:35:23,065",5.90,6.30,10.86,57.30,99703.55
565251,"14:35:23,251",5.90,6.30,10.84,57.30,99703.39
565440,"14:35:23,440",5.90,6.30,10.84,57.30,99702.11
565626,"14:35:23,626",5.90,6.30,10.86,57.30,99698.41
565815,"14:35:23,815",5.90,6.30,10.84,57.30,99705.82
566001,"14:35:24,001",5.90,6.30,10.86,57.30,99703.41
566195,"14:35:24,195",5.90,6.30,10.86,57.40,99707.75
566383,"14:35:24,383",5.90,6.30,10.86,57.40,99706.61
566570,"14:35:24,570",5.90,6.30,10.84,57.40,99706.13
566758,"14:35:24,758",5.90,6.30,10.86,57.40,99704.86
566946,"14:35:24,946",5.90,6.30,10.86,57.40,99707.27
567133,"14:35:25,133",5.90,6.30,10.84,57.40,99705.48
567321,"14:35:25,321",5.90,6.30,10.86,57.51,99705.00
567508,"14:35:25,508",5.90,6.30,10.84,57.51,99702.91
567696,"14:35:25,696",5.90,6.30,10.84,57.51,99704.86
567884,"14:35:25,884",5.90,6.30,10.84,57.51,99703.88
568071,"14:35:26,071",5.90,6.40,10.84,57.51,99700.02
568259,"14:35:26,259",5.90,6.40,10.86,57.51,99702.11
568446,"14:35:26,446",5.90,6.40,10.86,57.61,99703.55
568640,"14:35:26,640",5.90,6.40,10.86,57.61,99697.77
568827,"14:35:26,827",5.90,6.40,10.84,57.61,99704.19
569015,"14:35:27,015",6.00,6.50,10.84,57.61,99705.80
569202,"14:35:27,202",6.00,6.50,10.86,57.61,99698.73
569390,"14:35:27,390",6.00,6.50,10.84,57.61,99703.06
569577,"14:35:27,577",6.00,6.50,10.84,57.61,99703.88
569765,"14:35:27,765",6.00,6.50,10.84,57.61,99704.84
569952,"14:35:27,952",6.00,6.50,10.84,57.71,99707.88
570140,"14:35:28,140",6.00,6.50,10.84,57.71,99705.80
570327,"14:35:28,327",6.00,6.50,10.84,57.71,99703.55
570515,"14:35:28,515",6.00,6.50,10.84,57.71,99705.47
570702,"14:35:28,702",6.00,6.50,10.84,57.71,99706.44
570890,"14:35:28,890",6.00,6.50,10.84,57.71,99704.84
571083,"14:35:29,083",6.00,6.50,10.84,57.71,99707.26
571271,"14:35:29,271",6.00,6.50,10.84,57.71,99705.95
571458,"14:35:29,458",6.00,6.50,10.84,57.71,99704.20
571646,"14:35:29,646",6.00,6.50,10.84,57.71,99706.11
571833,"14:35:29,833",6.00,6.50,10.84,57.81,99706.28
572021,"14:35:30,021",6.00,6.50,10.84,57.81,99705.16
572209,"14:35:30,209",6.00,6.50,10.84,57.81,99706.27
572396,"14:35:30,396",6.00,6.50,10.84,57.81,99703.86
572584,"14:35:30,584",6.00,6.50,10.82,57.81,99705.15
572771,"14:35:30,771",6.00,6.50,10.84,57.81,99702.42
572959,"14:35:30,959",6.00,6.50,10.82,57.81,99702.27
573146,"14:35:31,146",5.90,6.40,10.82,57.81,99701.30
573334,"14:35:31,334",5.90,6.40,10.82,57.81,99704.83
573526,"14:35:31,526",5.90,6.40,10.82,57.81,99702.76
573715,"14:35:31,715",5.90,6.40,10.82,57.81,99702.89
573901,"14:35:31,901",5.90,6.40,10.84,57.81,99702.42
574090,"14:35:32,090",5.90,6.40,10.84,57.81,99704.84
574277,"14:35:32,277",5.90,6.40,10.84,57.81,99703.06
574465,"14:35:32,465",5.90,6.40,10.84,57.81,99700.81
574652,"14:35:32,652",5.90,6.40,10.82,57.81,99701.61
574840,"14:35:32,840",5.90,6.40,10.82,57.81,99701.33
575027,"14:35:33,027",5.90,6.40,10.84,57.81,99700.97
575215,"14:35:33,215",5.90,6.40,10.82,57.81,99700.65
575402,"14:35:33,402",5.90,6.40,10.82,57.81,99703.08
575590,"14:35:33,590",5.90,6.40,10.84,57.71,99704.84
575777,"14:35:33,777",5.90,6.40,10.81,57.71,99702.59
575971,"14:35:33,971",5.90,6.40,10.82,57.71,99705.14
576158,"14:35:34,158",6.00,6.60,10.82,57.71,99706.91
576346,"14:35:34,346",6.00,6.60,10.84,57.71,99701.77
576533,"14:35:34,533",6.00,6.60,10.82,57.71,99701.64
576721,"14:35:34,721",6.00,6.60,10.82,57.71,99703.72
576908,"14:35:34,908",6.00,6.60,10.82,57.71,99706.91
577096,"14:35:35,096",6.00,6.60,10.82,57.61,99707.41
577283,"14:35:35,283",6.00,6.60,10.82,57.61,99707.41
577471,"14:35:35,471",6.00,6.60,10.82,57.61,99705.01
577658,"14:35:35,658",6.00,6.60,10.82,57.61,99703.89
577846,"14:35:35,846",6.00,6.60,10.82,57.61,99705.16
578034,"14:35:36,034",5.90,6.50,10.82,57.61,99701.62
578221,"14:35:36,221",5.90,6.50,10.81,57.61,99703.41
578415,"14:35:36,415",5.90,6.50,10.84,57.51,99705.02
578601,"14:35:36,601",5.90,6.50,10.82,57.51,99705.33
578790,"14:35:36,790",5.90,6.50,10.82,57.51,99705.16
578976,"14:35:36,976",5.80,6.40,10.82,57.51,99707.90
579165,"14:35:37,165",5.80,6.40,10.81,57.40,99706.47
579351,"14:35:37,351",5.80,6.40,10.82,57.40,99703.25
579540,"14:35:37,540",5.80,6.40,10.82,57.40,99702.91
579726,"14:35:37,726",5.80,6.40,10.82,57.40,99707.90
579914,"14:35:37,914",5.80,6.40,10.82,57.40,99706.28
580101,"14:35:38,101",5.70,6.30,10.81,57.40,99701.64
580289,"14:35:38,289",5.70,6.30,10.82,57.30,99705.16
580476,"14:35:38,476",5.70,6.30,10.82,57.30,99700.36
580664,"14:35:38,664",5.70,6.30,10.82,57.30,99706.12
580862,"14:35:38,862",5.70,6.30,10.82,57.30,99706.61
581053,"14:35:39,053",5.80,6.50,10.82,57.30,99706.95
581241,"14:35:39,241",5.80,6.50,10.81,57.20,99708.38
581428,"14:35:39,428",5.80,6.50,10.81,57.20,99703.55
581616,"14:35:39,616",5.80,6.50,10.79,57.20,99705.66
581803,"14:35:39,803",5.80,6.50,10.82,57.20,99705.16
581991,"14:35:39,991",5.90,6.70,10.81,57.10,99705.97
582178,"14:35:40,178",5.90,6.70,10.81,57.10,99703.89
582364,"14:35:40,364",5.90,6.70,10.81,57.10,99705.97
582554,"14:35:40,554",5.90,6.70,10.81,57.10,99707.25
582747,"14:35:40,747",5.90,6.70,10.81,57.10,99704.53
582934,"14:35:40,934",5.90,6.70,10.81,57.10,99701.66
583121,"14:35:41,121",5.80,6.60,10.82,56.99,99703.42
583309,"14:35:41,309",5.80,6.60,10.81,56.99,99699.08
583503,"14:35:41,503",5.80,6.60,10.81,56.99,99705.66
583689,"14:35:41,689",5.80,6.60,10.81,56.99,99706.95
583878,"14:35:41,878",5.80,6.60,10.81,56.99,99702.94
584064,"14:35:42,064",5.90,6.70,10.81,56.89,99701.17
584253,"14:35:42,253",5.90,6.70,10.81,56.89,99705.19
584439,"14:35:42,439",5.90,6.70,10.79,56.89,99702.30
584628,"14:35:42,628",5.90,6.70,10.81,56.89,99703.73
584814,"14:35:42,814",5.90,6.70,10.81,56.89,99700.05
585003,"14:35:43,003",5.90,6.60,10.81,56.89,99705.19
585189,"14:35:43,189",5.90,6.60,10.79,56.89,99705.34
585378,"14:35:43,378",5.90,6.60,10.79,56.79,99702.43
585564,"14:35:43,564",5.90,6.60,10.81,56.79,99704.70
585753,"14:35:43,753",5.90,6.60,10.81,56.79,99704.69
585945,"14:35:43,945",5.90,6.60,10.81,56.79,99706.15
586133,"14:35:44,133",5.90,6.70,10.81,56.79,99706.47
586320,"14:35:44,320",5.90,6.70,10.79,56.79,99703.73
586507,"14:35:44,507",5.90,6.70,10.81,56.69,99705.50
586695,"14:35:44,695",5.90,6.70,10.81,56.69,99705.64
586882,"14:35:44,882",5.90,6.70,10.79,56.69,99705.82
587070,"14:35:45,070",5.80,6.60,10.79,56.69,99711.12
587257,"14:35:45,257",5.80,6.60,10.81,56.69,99703.41
587444,"14:35:45,444",5.80,6.60,10.79,56.59,99704.70
587632,"14:35:45,632",5.80,6.60,10.81,56.59,99702.13
587819,"14:35:45,819",5.80,6.60,10.79,56.59,99708.70
588006,"14:35:46,006",5.80,6.70,10.79,56.59,99706.61
588194,"14:35:46,194",5.80,6.70,10.79,56.59,99702.44
588401,"14:35:46,401",5.80,6.70,10.79,56.59,99704.86
588587,"14:35:46,587",5.80,6.70,10.79,56.59,99704.38
588776,"14:35:46,776",5.80,6.70,10.79,56.48,99704.05
588962,"14:35:46,962",5.80,6.70,10.79,56.48,99703.73
589151,"14:35:47,151",5.70,6.60,10.78,56.48,99706.14
589337,"14:35:47,337",5.70,6.60,10.79,56.48,99703.89
589526,"14:35:47,526",5.70,6.60,10.81,56.48,99705.81
589712,"14:35:47,712",5.70,6.60,10.79,56.48,99700.34
589901,"14:35:47,901",5.70,6.60,10.79,56.48,99702.42
590087,"14:35:48,087",5.70,6.70,10.79,56.48,99701.30
590275,"14:35:48,275",5.70,6.70,10.79,56.48,99707.42
590462,"14:35:48,462",5.70,6.70,10.81,56.38,99705.66
590650,"14:35:48,650",5.70,6.70,10.79,56.38,99701.94
590843,"14:35:48,843",5.70,6.70,10.79,56.38,99704.52
591031,"14:35:49,031",5.80,6.80,10.81,56.38,99706.78
591218,"14:35:49,218",5.80,6.80,10.79,56.38,99701.34
591406,"14:35:49,406",5.80,6.80,10.79,56.38,99701.78
591594,"14:35:49,594",5.80,6.80,10.79,56.28,99705.50
591781,"14:35:49,781",5.80,6.80,10.79,56.28,99703.27
591969,"14:35:49,969",5.80,6.70,10.79,56.28,99702.74
592156,"14:35:50,156",5.80,6.70,10.79,56.28,99703.39
592344,"14:35:50,344",5.80,6.70,10.79,56.28,99701.78
592531,"14:35:50,531",5.80,6.70,10.79,56.28,99702.26
592719,"14:35:50,719",5.80,6.70,10.79,56.28,99704.38
592907,"14:35:50,907",5.80,6.70,10.79,56.28,99703.41
593095,"14:35:51,095",5.70,6.60,10.79,56.28,99706.12
593288,"14:35:51,288",5.70,6.60,10.81,56.28,99704.53
593476,"14:35:51,476",5.70,6.60,10.79,56.28,99708.09
593663,"14:35:51,663",5.70,6.60,10.79,56.18,99707.77
593851,"14:35:51,851",5.70,6.60,10.79,56.18,99708.06
594038,"14:35:52,038",5.60,6.60,10.79,56.18,99705.20
594227,"14:35:52,227",5.60,6.60,10.78,56.18,99705.20
594413,"14:35:52,413",5.60,6.60,10.78,56.18,99707.25
594602,"14:35:52,602",5.60,6.60,10.81,56.18,99707.12
594788,"14:35:52,788",5.60,6.60,10.79,56.18,99703.59
594977,"14:35:52,977",5.70,6.50,10.79,56.18,99708.09
595164,"14:35:53,164",5.70,6.50,10.79,56.18,99703.09
595352,"14:35:53,352",5.70,6.50,10.78,56.18,99706.96
595539,"14:35:53,539",5.70,6.50,10.79,56.18,99705.36
595732,"14:35:53,732",5.70,6.50,10.79,56.07,99705.52
595920,"14:35:53,920",5.70,6.50,10.78,56.07,99704.39
596107,"14:35:54,107",5.80,6.60,10.79,56.07,99705.83
596295,"14:35:54,295",5.80,6.60,10.79,56.18,99708.09
596483,"14:35:54,483",5.80,6.60,10.78,56.07,99705.20
596670,"14:35:54,670",5.80,6.60,10.79,56.07,99708.08
596858,"14:35:54,858",5.80,6.60,10.79,56.07,99706.14
597045,"14:35:55,045",5.80,6.50,10.79,56.07,99705.19
597233,"14:35:55,233",5.80,6.50,10.79,56.07,99707.11
597420,"14:35:55,420",5.80,6.50,10.79,56.07,99702.94
597608,"14:35:55,608",5.80,6.50,10.78,56.07,99705.83
597795,"14:35:55,795",5.80,6.50,10.79,56.07,99704.38
597983,"14:35:55,983",5.80,6.40,10.79,56.07,99706.62
598177,"14:35:56,177",5.80,6.40,10.79,56.07,99710.48
598363,"14:35:56,363",5.80,6.40,10.78,56.07,99707.27
598552,"14:35:56,552",5.80,6.40,10.79,56.07,99705.16
598738,"14:35:56,738",5.80,6.40,10.79,56.07,99706.15
598927,"14:35:56,927",5.80,6.40,10.78,56.07,99705.66
599113,"14:35:57,113",5.70,6.30,10.79,56.07,99706.78
599302,"14:35:57,302",5.70,6.30,10.78,56.07,99707.42
599488,"14:35:57,488",5.70,6.30,10.79,56.07,99705.34
599677,"14:35:57,677",5.70,6.30,10.79,56.07,99703.74
599863,"14:35:57,863",5.70,6.30,10.79,56.07,99706.79
600052,"14:35:58,052",5.80,6.40,10.79,56.07,99703.26
600238,"14:35:58,238",5.80,6.40,10.79,56.07,99701.64
600427,"14:35:58,427",5.80,6.40,10.79,56.07,99705.51
600620,"14:35:58,620",5.80,6.40,10.79,56.07,99701.47
600807,"14:35:58,807",5.80,6.40,10.79,56.07,99704.70
600995,"14:35:58,995",5.70,6.30,10.78,56.07,99700.05
601182,"14:35:59,182",5.70,6.30,10.79,56.07,99701.31
601370,"14:35:59,370",5.70,6.30,10.78,56.07,99708.71
601557,"14:35:59,557",5.70,6.30,10.78,56.18,99704.38
601745,"14:35:59,745",5.70,6.30,10.78,56.18,99709.84
601932,"14:35:59,932",5.70,6.30,10.79,56.18,99708.86
602120,"14:36:00,120",5.70,6.30,10.78,56.18,99705.01
602307,"14:36:00,307",5.70,6.30,10.78,56.18,99710.80
602495,"14:36:00,495",5.70,6.30,10.78,56.18,99705.98
602682,"14:36:00,682",5.70,6.30,10.79,56.18,99706.78
602870,"14:36:00,870",5.70,6.30,10.78,56.18,99705.33
603057,"14:36:01,057",5.90,6.50,10.78,56.18,99705.81
603251,"14:36:01,251",5.90,6.50,10.79,56.18,99702.44
603437,"14:36:01,437",5.90,6.50,10.78,56.18,99705.82
603632,"14:36:01,632",5.90,6.50,10.79,56.18,99705.99
603823,"14:36:01,823",5.90,6.50,10.78,56.18,99707.27
604012,"14:36:02,012",5.90,6.50,10.78,56.18,99706.29
604198,"14:36:02,198",5.90,6.50,10.79,56.18,99708.23
604386,"14:36:02,386",5.90,6.50,10.79,56.18,99708.71
604572,"14:36:02,572",5.90,6.50,10.78,56.18,99704.06
604761,"14:36:02,761",5.90,6.50,10.76,56.18,99706.45
604947,"14:36:02,947",5.90,6.50,10.76,56.28,99705.19
605135,"14:36:03,135",5.90,6.60,10.78,56.28,99705.49
605322,"14:36:03,322",5.90,6.60,10.78,56.18,99704.22
